income,guests,days_to_stay,days_to_vacation
7975.34001362569,3.0,9.0,69.65870841937347
7829.571841647593,3.0,5.0,29.97559324801393
8184.601290699936,3.0,12.0,65.36940058471633
7930.784372223554,4.0,5.0,65.18055183904951
7041.831832579153,5.0,9.0,92.87662603804165
7057.12376022487,7.0,6.0,84.54800213471452
10200.993412390613,3.0,11.0,83.6612390185246
6721.2126281969795,6.0,8.0,100.80582021614995
11902.26312108228,4.0,9.0,78.31019382556585
4878.469640241033,3.0,6.0,33.228842725689745
7494.424597219265,3.0,6.0,45.30789915883794
10736.429597031201,3.0,9.0,61.31433615885957
11152.034993154317,3.0,7.0,58.62465728730493
6372.537750129228,6.0,9.0,99.55176156351602
9217.101388547959,5.0,5.0,72.07823567278332
8224.939362426638,4.0,13.0,102.36533606294486
5847.616458707549,7.0,6.0,85.79331165854042
9327.664695093106,5.0,7.0,79.93721869962289
8069.802511686794,6.0,7.0,87.20817682416987
3000.0,7.0,4.0,63.77346496733948
10228.676473282032,6.0,6.0,82.65606777805003
10985.36729516997,4.0,12.0,105.65715283355726
6484.085824613719,3.0,6.0,56.46794334877986
5104.530296164708,7.0,7.0,91.52846583843817
8768.143923115702,4.0,6.0,58.427570495166734
5392.337341172064,6.0,6.0,88.49342641607393
9570.704081841366,7.0,10.0,113.62593043577439
7229.356272969525,4.0,7.0,69.90223646618418
8154.176283079236,7.0,6.0,84.1414827640853
9408.242928091626,3.0,10.0,75.6292390945423
6599.6090254129185,4.0,7.0,60.56256929826081
8673.990748329252,4.0,5.0,52.70528714177323
9646.715298673196,5.0,7.0,78.65611989668353
6938.6241326758,5.0,4.0,55.75533820820362
9465.762574083261,5.0,11.0,101.5908879052373
6317.569350262909,7.0,7.0,93.80165384514865
6214.629416001267,7.0,2.0,40.88662186699074
9214.532632269293,3.0,9.0,52.06472634333422
13242.147269214645,7.0,4.0,75.56638982731482
5575.964412566943,7.0,7.0,99.4909771794088
10369.611715527784,4.0,6.0,65.45443321706699
10440.668242478216,3.0,10.0,60.88131559546535
7590.192148780452,7.0,5.0,86.71977912766204
8944.350342474023,3.0,9.0,69.51728008971081
7388.794516842256,7.0,3.0,70.18302707958306
9301.142931034983,4.0,6.0,63.63604203451196
6749.1340345724675,3.0,9.0,73.04648187071294
8083.934503619961,5.0,7.0,87.26304590056203
4104.746756815623,7.0,3.0,61.90695903725557
9049.60231179462,4.0,9.0,82.95019579112976
9557.477913162013,4.0,9.0,79.7059150719515
3738.5888153700516,3.0,4.0,32.126231320427564
5244.419593797838,3.0,6.0,56.81905152531051
8384.104042714403,3.0,8.0,65.49024514814693
7992.269505406474,5.0,6.0,70.43482311822528
7629.69323555151,3.0,9.0,59.13014594267648
10444.997145090005,4.0,7.0,62.26867377609253
8889.871374097456,4.0,6.0,57.213208013847094
9956.014767026176,4.0,7.0,63.882911325734796
4247.007502297899,7.0,4.0,75.61587841642522
4386.810659358303,5.0,2.0,33.668240489080915
8214.353562200515,5.0,7.0,84.06991299071936
6524.668935642234,6.0,7.0,87.82484067754046
6864.969542385278,3.0,9.0,66.37629370775342
12706.052893401304,3.0,12.0,100.19896495411835
3000.0,5.0,9.0,99.89155876552596
4938.01329213871,6.0,3.0,54.60036012866645
7324.21294733543,5.0,6.0,68.21024756931887
5285.385966536334,7.0,7.0,103.27795874904413
10284.99207707741,4.0,8.0,68.85430545018802
7419.311652662885,7.0,5.0,73.91351477304735
10431.797808368075,5.0,5.0,60.7239653682557
7707.6331106763155,7.0,4.0,69.65305336613166
10242.747577928807,6.0,5.0,75.51480748214372
8434.758555324206,6.0,7.0,89.99342845073245
12674.001687036704,4.0,9.0,98.58320801118714
10956.087093416372,3.0,9.0,50.71096801454579
9122.122773399004,4.0,8.0,76.42657960790025
10045.071879673966,6.0,6.0,81.99368651283159
8864.92729407125,7.0,9.0,105.54318908787198
10338.698687493428,6.0,7.0,91.01619053665581
8510.788379158728,5.0,9.0,81.22388631639866
7464.432535689015,7.0,4.0,69.20447090921135
9525.384556235105,5.0,9.0,86.1543981531166
5640.7596837381625,7.0,9.0,114.1487860937922
12346.564355889868,7.0,7.0,101.53168220472048
10557.308263852177,5.0,9.0,93.03639066683829
10034.084641625377,4.0,8.0,74.24796626743148
5337.1237161534245,5.0,4.0,54.87032743268756
8808.604869368373,3.0,5.0,51.717788872393164
6605.161779394957,3.0,7.0,52.832667029931905
8075.219782598862,7.0,10.0,109.15869551153565
9558.933972065392,5.0,6.0,77.03239827072957
6522.567876926176,5.0,6.0,71.14154330649338
4096.624499469496,6.0,9.0,96.50906267489765
12174.366580061404,3.0,7.0,48.582817010755036
9283.462194462885,4.0,5.0,54.12272761375321
8661.017660324567,7.0,9.0,99.97944243655405
7592.395771775531,7.0,4.0,63.318857625419625
6458.013556881358,5.0,7.0,75.55977123682925
7104.875061603885,7.0,4.0,73.35628568274306
9121.27238732006,5.0,10.0,94.95814873373078
12042.17199743474,5.0,8.0,78.57100284374599
5630.569934874077,3.0,5.0,36.282967948506325
12153.373943523566,3.0,7.0,59.40181060740696
7388.93045971564,6.0,4.0,65.80938191608558
8675.633905618546,7.0,6.0,79.64059546277993
7449.794382741635,7.0,9.0,132.59065192419018
5563.847908481504,4.0,6.0,55.836815983060156
9269.78365073494,3.0,9.0,72.78191155565644
6053.379973623645,5.0,3.0,31.556412646623627
10574.376648270943,4.0,9.0,73.54191821816632
8673.62664069259,6.0,6.0,74.98722289777204
6956.0606951901245,3.0,7.0,66.39037371396384
9879.69430261266,4.0,5.0,62.78952618898661
8183.150820505613,5.0,6.0,69.34828207330943
6491.384660314536,4.0,7.0,70.22446534126428
4246.090432638854,6.0,6.0,79.2190636848815
9515.568451757827,6.0,4.0,56.383254058031966
11287.633788053728,5.0,8.0,87.27112059374544
5345.593545603153,6.0,7.0,82.96741054387813
7474.468163678375,3.0,6.0,53.23291060845736
5454.556367104947,3.0,7.0,54.652852474135244
14074.396624364192,5.0,5.0,58.7381806305071
8045.964333635631,3.0,7.0,44.4121467275083
10131.993410199182,5.0,4.0,51.66380593281136
8797.396540433569,6.0,9.0,106.43246687611814
6903.664117472184,4.0,7.0,70.07751730053616
7568.979266966453,6.0,7.0,82.73012702161824
6738.7302606186295,5.0,7.0,73.01329095952711
7140.9262925078065,5.0,9.0,94.87898440109552
13266.515724010667,3.0,13.0,97.59970218699198
5951.614350652537,6.0,6.0,68.82929462966096
5706.407099136077,5.0,4.0,60.00837638282944
7984.4616593320725,6.0,5.0,66.20962257430784
9979.578621927276,6.0,7.0,85.7324728137618
12712.299750051405,6.0,9.0,100.83004643222817
8568.73724219651,6.0,5.0,73.67648173646558
11925.068989619589,3.0,8.0,71.3794790540711
9100.139938571316,5.0,9.0,88.67501624414828
14105.950451821447,6.0,14.0,135.4115535160308
3594.542830444392,7.0,9.0,122.72869288372824
8369.918654714884,4.0,10.0,84.09692778141068
10509.654081224166,5.0,8.0,84.99776863678905
7683.512844705908,3.0,9.0,67.05736651470264
5717.648806481015,5.0,6.0,72.1240015680952
6579.137762153281,4.0,5.0,47.493267430509526
4942.547947341862,5.0,11.0,104.07882573157853
5579.888050458927,4.0,6.0,50.36570622763817
9627.074012159701,7.0,6.0,82.66851005883294
6617.064733252057,4.0,6.0,61.0620911141572
9032.295377905692,6.0,10.0,106.66078273578812
6130.364052276739,3.0,6.0,53.68295057824889
7037.511357839025,4.0,6.0,55.54457363395342
8323.970721056934,7.0,4.0,78.30079587637316
5752.481826732819,7.0,8.0,112.8858252449758
12156.818609131295,5.0,5.0,54.17914357971176
5871.034270996135,3.0,12.0,83.60665603339244
11334.265880902843,3.0,6.0,45.93133793180789
6616.6676553566185,5.0,7.0,85.64074193318788
6922.069654108005,4.0,5.0,61.05147657256701
7074.605568082849,4.0,6.0,66.34742611887033
7256.20411709067,4.0,5.0,51.41335811719373
8659.46143769606,4.0,8.0,71.72110476436747
7488.895039698642,6.0,8.0,86.98009304408251
8185.975493925749,3.0,7.0,59.21784475858752
10244.477907121658,6.0,5.0,65.58033728174833
10549.339333853713,5.0,5.0,66.69763259859467
9517.721129827927,3.0,7.0,66.4998240146161
5976.539794742866,3.0,7.0,44.037776923065024
11626.925670857989,3.0,10.0,78.62162389250649
9233.999767184565,4.0,8.0,76.19220852550588
9045.272739848104,4.0,6.0,59.63084295867023
10489.268650501557,3.0,11.0,78.50985300682467
9286.609077942856,6.0,5.0,61.384881533880375
7174.587589152494,7.0,5.0,75.77516776623017
9001.472583997149,3.0,6.0,49.2184291480872
4095.2013523689106,3.0,8.0,71.26782316423602
8719.129936629308,6.0,8.0,88.95912417779225
7705.911576288498,3.0,8.0,72.44989441613161
6673.062468824144,7.0,6.0,88.25227260827857
7468.6162306595825,6.0,7.0,83.98002828137109
8550.522800941788,5.0,9.0,86.42676304301615
7717.099216092898,6.0,6.0,81.74489520524776
9543.937558421308,5.0,6.0,69.46288150042975
5747.366986789108,5.0,6.0,76.09990533057716
8523.697883118228,7.0,8.0,107.83634911979065
4473.908144184426,6.0,6.0,75.44525338329699
6228.046555383651,5.0,11.0,104.20875701533825
5027.487133091141,6.0,9.0,96.7250432662336
10049.112719016715,6.0,11.0,111.50806361462955
9204.08193047995,6.0,7.0,88.28830977795897
3833.053698698006,5.0,6.0,67.83636919472616
8020.920437589502,3.0,7.0,57.975285767578825
3000.0,7.0,4.0,78.92774602138796
6531.149663846947,6.0,5.0,73.80696529712502
4523.387809968396,6.0,3.0,51.9063232005162
7381.364047300229,7.0,7.0,100.09856467455995
13136.894351306411,6.0,7.0,82.09055587734784
5800.678702647202,6.0,7.0,89.89173273363257
7548.9334652517655,3.0,12.0,83.17352434837613
10550.091256143669,4.0,7.0,65.67066371493775
4978.945469791201,7.0,6.0,93.95029461984664
5315.674539219448,4.0,6.0,66.24276491504907
7826.3520384376925,7.0,6.0,98.25620338320472
11414.662085486016,5.0,6.0,68.57339645965277
11721.02762101433,6.0,7.0,85.6866752471179
5889.009626243393,3.0,10.0,54.77786423514716
9793.966494261223,4.0,7.0,68.3402684220454
11783.420441576425,3.0,9.0,79.47970322565754
6959.638115654969,7.0,4.0,86.53537448290827
10501.500519243484,7.0,10.0,113.83623880413128
8365.677919065696,4.0,8.0,83.02689349120402
10621.03886949523,3.0,7.0,20.801472115215283
8099.090731226781,4.0,5.0,47.355650097995124
9308.08711130371,6.0,11.0,115.78022744808948
7746.732733661868,5.0,7.0,80.87028396115028
7295.671336091642,5.0,11.0,108.60072376812157
3652.60536618727,6.0,7.0,77.71414622445268
7232.630912739321,6.0,6.0,79.43728154397355
6938.481209436072,7.0,8.0,122.42449910933921
4961.458571793153,7.0,5.0,85.72455926697411
9300.985371163533,7.0,4.0,62.860495362334994
4920.526065112423,4.0,3.0,32.428129827084476
3266.8294267045558,4.0,7.0,66.99033997481966
5122.1011683739125,7.0,7.0,105.47466899862955
8171.396029061935,6.0,10.0,107.38176000706522
5457.539426542811,7.0,4.0,65.14293113740304
10758.762277785365,3.0,6.0,53.63868811261832
3133.1424932718182,4.0,6.0,64.86242377023115
8734.059954554628,5.0,5.0,42.69003833396649
4643.9127981469655,7.0,3.0,57.64740575049251
8050.713298546052,6.0,8.0,92.88930600210645
7850.77256296618,7.0,7.0,107.3535028850506
6344.15210965734,6.0,5.0,67.04134100474431
11466.008983018311,6.0,8.0,90.48126180206548
10141.52097296008,3.0,7.0,65.73912791147943
3000.0,6.0,6.0,77.57635015796504
7976.665121885534,7.0,8.0,105.66859906712341
10837.337350343338,7.0,7.0,112.3993438844075
7796.175932469188,7.0,3.0,66.75235506833317
10158.443598803977,3.0,8.0,67.3390273899915
7621.174361066159,7.0,9.0,105.49523852081299
9937.05612076919,4.0,6.0,61.844034702682464
6845.928444153547,5.0,9.0,83.3565500344752
8391.494785991921,6.0,4.0,56.86928651927267
10275.376275710594,4.0,7.0,66.79369927446298
6627.517956326235,5.0,5.0,59.39189171322948
12557.432753006799,3.0,9.0,63.47372908588572
4937.739385131844,4.0,5.0,47.37412706788129
9410.30824830441,5.0,7.0,77.89643357760588
9743.514635317164,3.0,11.0,84.39243736866257
6787.7729815122575,5.0,8.0,72.30064232124758
4920.685690040028,6.0,6.0,79.71636926777684
3875.5504144132447,7.0,6.0,86.11678320913626
5410.945441766977,6.0,8.0,94.67802025757379
6676.697632220674,6.0,7.0,90.09076113751456
9794.771260661062,4.0,11.0,92.56191758877476
9769.98168629061,7.0,6.0,89.34546104766757
8104.144167348769,4.0,3.0,26.839353422132255
10276.629891184959,3.0,8.0,70.08320192942791
6766.339259066061,3.0,5.0,34.053107535419215
6835.304266945162,4.0,6.0,51.478588279439734
11987.097364449673,6.0,7.0,80.12580426843752
4048.3772736885276,5.0,3.0,48.222077623565184
7440.475156880277,6.0,7.0,82.88945539378906
7463.583609192164,7.0,6.0,101.70246055249791
5071.602279281771,7.0,10.0,119.42767350423182
8474.221415607966,5.0,7.0,68.6916659583112
9747.728919643285,4.0,14.0,109.48532634122162
10997.600690703437,7.0,6.0,93.81376364748863
8474.099555119526,6.0,4.0,57.942705251525965
5039.334015435126,4.0,7.0,75.76543746479322
6342.6955643312685,6.0,7.0,79.50235513723449
6795.0722556925575,4.0,10.0,89.72837807730123
7694.985070307932,7.0,3.0,73.54503336152519
9757.022610388489,3.0,8.0,58.839751489779346
12658.513711377022,4.0,10.0,80.56178849893732
6213.241946796661,4.0,11.0,95.24275801200687
10259.289761104728,5.0,10.0,88.88807517360081
9692.66863876761,5.0,9.0,88.98271729942363
9434.761845478306,6.0,10.0,107.20014433722605
7714.591324191846,7.0,9.0,109.39713838572361
5162.698565233742,7.0,7.0,94.3975035573909
10723.578156663312,6.0,6.0,76.79658786296076
9876.464940013977,7.0,5.0,81.31381281198169
11617.9274269015,7.0,8.0,97.8601276017514
6627.49315166569,5.0,8.0,87.4920910680217
3000.0,7.0,6.0,102.2934549450151
8050.775726975906,3.0,6.0,53.91990345109122
10692.838191247172,4.0,6.0,67.9077312354579
9974.855726731355,6.0,8.0,103.60402364071072
9710.723820507097,7.0,7.0,88.76833955484959
6533.4836345063595,7.0,8.0,111.80339355729416
8908.709656375344,5.0,7.0,78.80199286746809
10068.711959407685,5.0,10.0,91.11726090262799
8694.113432841534,3.0,2.0,5.296379492711026
9809.885026747941,7.0,5.0,88.73487953961427
4969.71013714199,3.0,7.0,50.12677467974477
10584.65702556055,7.0,7.0,88.22405166318589
11455.444334884158,5.0,9.0,95.0580450968713
7679.97643747675,5.0,6.0,64.23886058992073
8527.486705548543,7.0,8.0,105.80335919994222
7015.982803086422,7.0,7.0,88.35029524555031
3698.6398662440943,5.0,8.0,85.22910371115734
7640.686515637105,4.0,6.0,59.44833196491091
5801.118272632129,7.0,4.0,64.9376211703599
6223.637668770425,7.0,6.0,79.37066394465768
3972.6905939526496,5.0,6.0,65.3000989852097
7415.149297038717,4.0,7.0,69.60772098090192
7799.556249160372,7.0,6.0,89.5318880566616
9707.392140882248,7.0,4.0,65.16057885811892
7022.791037251871,3.0,7.0,43.0029239926941
9603.226803659372,3.0,9.0,74.6959349813578
11019.580448273708,7.0,4.0,70.54687075925527
8258.052665938112,6.0,10.0,113.36336003767143
11129.461093733898,4.0,7.0,62.47862177245967
9061.567299272714,6.0,7.0,95.08980796677693
3784.9646153013864,7.0,8.0,93.86159763722156
4762.021573904681,7.0,4.0,88.89789630304467
9732.861748333196,3.0,6.0,54.28508794086985
8930.71598615369,3.0,8.0,69.99303950483282
8298.685062945655,6.0,4.0,59.09905752204853
6305.804134965786,5.0,3.0,42.83908546384117
3000.0,7.0,7.0,99.90983903013576
5452.565512589728,7.0,4.0,75.88977292638673
8702.929371335324,7.0,6.0,86.64122161542619
10953.428857438355,4.0,8.0,78.57589792717437
9236.6103017964,4.0,10.0,87.7950092524487
8276.683095842034,6.0,7.0,87.69829410471704
7957.402086134981,7.0,6.0,86.15749851883906
8017.741853768252,5.0,9.0,85.24816860310139
7823.774793648111,5.0,8.0,79.41014083685896
5164.138260277485,4.0,8.0,78.54319052565366
12234.937123087675,3.0,11.0,70.45176261721657
12348.743890310714,4.0,10.0,94.5634881571832
8145.273059358711,5.0,6.0,74.55844478205282
12825.794559911235,3.0,4.0,36.90299498107228
10154.351748383368,4.0,9.0,82.90592935756169
12788.47323163533,4.0,9.0,91.21596608236652
6001.246815568467,3.0,6.0,57.015991883047185
5399.111055314068,7.0,5.0,70.10685627840968
10442.375464544268,7.0,10.0,114.4209669706232
7206.160830155394,3.0,12.0,88.29159813368699
3655.722785620468,5.0,7.0,73.32550818819202
5050.331822947288,6.0,6.0,85.30283494061042
10327.843502604559,6.0,7.0,82.1958632421619
6739.853130264922,5.0,8.0,88.64615924127834
8642.242634378354,6.0,7.0,86.66534542156808
6040.165225179362,3.0,10.0,79.60208646105609
3531.8916769479956,3.0,5.0,50.789125723757266
7009.591645179338,7.0,4.0,69.28836391312662
8553.178789344687,4.0,7.0,69.37163415404225
8553.574372952247,5.0,7.0,79.06131803183933
13383.032235815701,3.0,6.0,46.891862510486355
12501.754783291573,3.0,11.0,84.53730071686223
8318.849897260896,3.0,11.0,90.96263352788387
10654.671391135476,4.0,5.0,52.3962034614021
6170.194464177326,5.0,6.0,77.08636329335047
4756.499136488497,5.0,8.0,73.2304089640354
10617.12512710438,4.0,7.0,65.96986092609387
9046.450081977766,3.0,11.0,68.12682285858894
4568.201512369581,7.0,6.0,90.97530855573838
7512.154680461813,5.0,10.0,97.80147886475518
8890.424111338047,6.0,6.0,82.55192855218422
7039.4706878419165,3.0,8.0,63.0552121454141
3724.179182202114,3.0,6.0,50.57681208938325
9955.211148936165,6.0,9.0,118.15543337443117
12502.545986127669,3.0,6.0,61.37085068011247
9662.7743396488,7.0,8.0,107.95296736655771
8746.774053047231,3.0,6.0,52.58167570842933
6136.184303440212,4.0,6.0,54.40425446315399
8266.355966630454,6.0,9.0,102.072716038722
9065.493055187662,5.0,3.0,51.380911935810246
7481.196886894526,4.0,8.0,79.3115467291679
6786.3777939091315,5.0,5.0,57.708473850326186
8607.235990837205,4.0,11.0,92.30096647388346
10750.487308770082,7.0,5.0,81.25704480667164
11359.72967791229,5.0,6.0,69.22821749490444
6991.665169195626,5.0,6.0,75.69565741584586
14442.610791679523,6.0,7.0,83.44430167632129
11272.60178356809,3.0,11.0,71.53066532112382
5394.513637314252,3.0,8.0,59.79260905911507
4641.223715968583,3.0,10.0,78.17928919988974
6025.438513462506,4.0,8.0,76.95142453120025
10100.013521668965,7.0,9.0,113.24103860515419
9891.145113074988,6.0,5.0,73.78761654323681
4886.686393098482,6.0,4.0,50.48153759758779
6884.900134313135,5.0,5.0,57.98156423968564
4120.274561810496,3.0,12.0,88.0645379649122
8129.290173122039,4.0,5.0,53.34490674647782
9329.52834959116,5.0,6.0,69.1649876262612
3000.0,5.0,8.0,90.64140922630725
8896.1675873019,4.0,9.0,84.11988563957648
8890.654370734817,3.0,8.0,66.43880551569528
9192.919673970695,6.0,7.0,80.89868502188254
8295.841929236749,4.0,7.0,77.55340813049187
10815.415657244277,5.0,9.0,94.85642443987048
7599.393785190229,5.0,8.0,76.1526790952997
10144.729739787019,4.0,4.0,48.87721998261527
12311.607697390586,5.0,6.0,77.47661168711498
5214.608565910955,4.0,8.0,76.77176801845047
10086.072504610032,6.0,9.0,91.5927050289487
